Circle_ID,Circle_X,Circle_Y,Circle_Radius,Text,BoundingBox
62,6006,1874,74,PALL,"[(35, 28), (117, 28), (117, 55), (35, 55)]"
62,6006,1874,74,3071,"[(38, 88), (107, 90), (106, 119), (37, 118)]"
63,6112,3804,74,TE,"[(52, 29), (94, 29), (94, 58), (52, 58)]"
63,6112,3804,74,5740,"[(6, 91), (78, 91), (78, 121), (6, 121)]"
63,6112,3804,74,A,"[(89, 91), (112, 91), (112, 121), (89, 121)]"
63,6112,3804,74,/,"[(105, 91), (120, 91), (120, 121), (105, 121)]"
63,6112,3804,74,B,"[(122, 91), (143, 91), (143, 121), (122, 121)]"
64,5976,4176,75,TE,"[(54, 31), (97, 31), (97, 59), (54, 59)]"
64,5976,4176,75,5740,"[(22, 91), (96, 92), (96, 123), (22, 122)]"
64,5976,4176,75,C,"[(107, 92), (132, 92), (132, 122), (107, 122)]"
65,6328,4576,74,PG,"[(49, 26), (99, 26), (99, 56), (49, 56)]"
65,6328,4576,74,4051,"[(32, 90), (105, 90), (105, 119), (32, 119)]"
66,4148,3592,75,TT,"[(52, 27), (96, 28), (95, 58), (51, 57)]"
66,4148,3592,75,5109,"[(35, 90), (109, 90), (109, 119), (35, 119)]"
67,7924,2812,75,HS,"[(52, 29), (97, 29), (97, 57), (52, 57)]"
67,7924,2812,75,7712,"[(35, 90), (110, 91), (109, 122), (34, 121)]"
68,8394,2928,75,HS,"[(52, 28), (98, 28), (98, 56), (52, 56)]"
68,8394,2928,75,7778,"[(38, 90), (111, 91), (111, 118), (38, 117)]"
69,7178,4170,74,XZSO,"[(27, 29), (118, 28), (118, 59), (27, 60)]"
